flight_date,carrier_code,total_flights,cancelled_flights,diverted_flights,delayed_dep_flights_count,delayed_arr_flights_count,avg_dep_delay_mins,avg_arr_delay_mins,total_carrier_delay_mins,total_weather_delay_mins,total_nas_delay_mins,total_security_delay_mins,total_late_aircraft_delay_mins,avg_carrier_delay_mins,avg_weather_delay_mins,avg_nas_delay_mins,avg_security_delay_mins,avg_late_aircraft_delay_mins
2026-06-13,BA,545,9.0,0.0,99.0,102.0,12.453211009174312,14.275229357798166,2289.0,768.0,1905.0,0.0,2660.0,22.441176470588236,7.529411764705882,18.676470588235293,0.0,26.07843137254902
2026-06-21,UA,951,10.0,2.0,181.0,191.0,12.64143007360673,15.176656151419559,4299.0,1439.0,3606.0,0.0,5000.0,22.50785340314136,7.534031413612565,18.87958115183246,0.0,26.17801047120419
2026-05-21,WN,819,17.0,2.0,164.0,166.0,13.787545787545788,15.826617826617827,3858.0,1293.0,3231.0,0.0,4485.0,23.240963855421686,7.789156626506024,19.46385542168675,0.0,27.018072289156628
2026-07-08,AA,566,10.0,3.0,110.0,102.0,13.219081272084805,13.068904593639576,2185.0,733.0,1829.0,0.0,2557.0,21.42156862745098,7.186274509803922,17.931372549019606,0.0,25.068627450980394
2026-04-20,QF,4689,72.0,24.0,908.0,891.0,13.398805715504372,14.332267007890808,19890.0,6660.0,16652.0,0.0,23138.0,22.32323232323232,7.474747474747475,18.689113355780023,0.0,25.968574635241303
2026-05-14,LH,708,15.0,1.0,125.0,120.0,11.870056497175142,12.718926553672317,2661.0,891.0,2231.0,0.0,3088.0,22.175,7.425,18.591666666666665,0.0,25.733333333333334
2026-06-22,WN,819,19.0,3.0,165.0,145.0,14.145299145299145,12.37973137973138,2998.0,1001.0,2507.0,0.0,3485.0,20.675862068965518,6.903448275862069,17.28965517241379,0.0,24.03448275862069
2026-07-11,BA,594,8.0,2.0,97.0,116.0,11.365319865319865,14.505050505050505,2565.0,860.0,2147.0,0.0,2994.0,22.112068965517242,7.413793103448276,18.50862068965517,0.0,25.810344827586206
2026-05-30,UA,951,15.0,5.0,177.0,170.0,12.44900105152471,13.149316508937961,3706.0,1242.0,3110.0,0.0,4315.0,21.8,7.305882352941176,18.294117647058822,0.0,25.38235294117647
2026-05-15,SQ,500,8.0,3.0,80.0,108.0,11.002,16.036,2391.0,804.0,2000.0,0.0,2780.0,22.13888888888889,7.444444444444445,18.51851851851852,0.0,25.74074074074074
2026-07-02,LH,732,11.0,4.0,122.0,136.0,12.221311475409836,12.969945355191257,2834.0,947.0,2374.0,0.0,3309.0,20.83823529411765,6.963235294117647,17.455882352941178,0.0,24.330882352941178
2026-06-11,UA,915,16.0,5.0,174.0,203.0,13.133333333333333,16.402185792349727,4452.0,1494.0,3732.0,0.0,5179.0,21.93103448275862,7.359605911330049,18.38423645320197,0.0,25.51231527093596
2026-05-12,QF,4546,68.0,19.0,917.0,924.0,14.076110866695997,15.324241091069071,20666.0,6918.0,17281.0,0.0,24023.0,22.365800865800868,7.487012987012987,18.702380952380953,0.0,25.998917748917748
2026-04-17,QF,4542,67.0,24.0,864.0,929.0,13.411052399823866,14.726772346983708,19868.0,6657.0,16637.0,0.0,23119.0,21.386437029063508,7.165769644779332,17.908503767491926,0.0,24.88589881593111
2026-05-20,WN,832,15.0,7.0,160.0,152.0,12.58173076923077,12.6875,3127.0,1041.0,2614.0,0.0,3640.0,20.57236842105263,6.848684210526316,17.19736842105263,0.0,23.94736842105263
2026-05-27,QF,4640,73.0,28.0,921.0,927.0,13.26228448275862,14.767887931034483,20326.0,6825.0,17003.0,0.0,23640.0,21.926645091693636,7.3624595469255665,18.341963322545848,0.0,25.501618122977348
2026-06-16,B6,767,8.0,5.0,126.0,154.0,11.216427640156454,15.683181225554106,3573.0,1192.0,2988.0,0.0,4153.0,23.2012987012987,7.740259740259741,19.4025974025974,0.0,26.967532467532468
2026-06-02,WN,816,9.0,4.0,151.0,162.0,12.54656862745098,14.568627450980392,3521.0,1184.0,2944.0,0.0,4098.0,21.734567901234566,7.308641975308642,18.17283950617284,0.0,25.296296296296298
2026-05-26,QF,4466,63.0,13.0,846.0,857.0,13.107702642185401,14.227272727272727,18837.0,6316.0,15769.0,0.0,21930.0,21.980163360560095,7.369894982497083,18.400233372228705,0.0,25.58926487747958
2026-05-11,UA,950,16.0,3.0,164.0,195.0,11.485263157894737,15.309473684210527,4320.0,1451.0,3612.0,0.0,5032.0,22.153846153846153,7.441025641025641,18.523076923076925,0.0,25.805128205128206
2026-06-11,QF,4634,57.0,26.0,892.0,843.0,13.378290893396633,13.690763918860595,18780.0,6300.0,15718.0,0.0,21840.0,22.277580071174377,7.473309608540926,18.64531435349941,0.0,25.90747330960854
2026-06-30,BA,614,10.0,2.0,129.0,112.0,12.887622149837133,13.599348534201955,2479.0,831.0,2077.0,0.0,2904.0,22.133928571428573,7.419642857142857,18.544642857142858,0.0,25.928571428571427
2026-04-23,WN,877,13.0,4.0,156.0,201.0,12.41163055872292,16.888255416191562,4412.0,1477.0,3687.0,0.0,5121.0,21.950248756218905,7.348258706467662,18.34328358208955,0.0,25.47761194029851
2026-04-24,LH,713,12.0,4.0,126.0,117.0,12.08695652173913,12.437587657784011,2625.0,877.0,2201.0,0.0,3053.0,22.435897435897434,7.495726495726496,18.811965811965813,0.0,26.094017094017094
2026-05-17,UA,913,8.0,8.0,184.0,174.0,14.381161007667032,14.431544359255202,3885.0,1300.0,3249.0,0.0,4529.0,22.32758620689655,7.471264367816092,18.67241379310345,0.0,26.028735632183906
2026-04-17,UA,947,10.0,3.0,177.0,183.0,13.327349524815206,13.896515311510031,3879.0,1300.0,3243.0,0.0,4516.0,21.19672131147541,7.103825136612022,17.721311475409838,0.0,24.6775956284153
2026-05-27,UA,982,22.0,6.0,185.0,183.0,13.027494908350306,13.892057026476579,4017.0,1341.0,3364.0,0.0,4679.0,21.950819672131146,7.327868852459017,18.382513661202186,0.0,25.56830601092896
2026-05-19,UA,1009,20.0,10.0,194.0,178.0,14.13181367690783,13.666997026759168,4081.0,1369.0,3405.0,0.0,4734.0,22.926966292134832,7.691011235955056,19.129213483146067,0.0,26.59550561797753
2026-04-23,BA,568,3.0,6.0,81.0,113.0,10.10387323943662,14.299295774647888,2406.0,807.0,2018.0,0.0,2798.0,21.292035398230087,7.1415929203539825,17.858407079646017,0.0,24.761061946902654
2026-05-23,AA,533,12.0,4.0,110.0,105.0,14.217636022514071,14.641651031894934,2336.0,781.0,1954.0,0.0,2708.0,22.247619047619047,7.438095238095238,18.60952380952381,0.0,25.79047619047619
2026-07-11,WN,853,8.0,4.0,152.0,156.0,12.025791324736225,13.949589683470105,3519.0,1176.0,2945.0,0.0,4099.0,22.557692307692307,7.538461538461538,18.878205128205128,0.0,26.275641025641026
2026-06-04,WN,837,15.0,4.0,177.0,160.0,14.819593787335723,13.562724014336917,3368.0,1130.0,2812.0,0.0,3910.0,21.05,7.0625,17.575,0.0,24.4375
2026-07-05,AA,618,4.0,3.0,116.0,119.0,12.199029126213592,13.87378640776699,2546.0,847.0,2136.0,0.0,2981.0,21.394957983193276,7.117647058823529,17.949579831932773,0.0,25.050420168067227
2026-06-03,AA,578,5.0,4.0,101.0,121.0,12.10553633217993,16.121107266435985,2772.0,934.0,2330.0,0.0,3225.0,22.90909090909091,7.7190082644628095,19.25619834710744,0.0,26.65289256198347
2026-06-19,UA,956,25.0,8.0,169.0,175.0,12.338912133891213,13.282426778242678,3754.0,1258.0,3144.0,0.0,4369.0,21.451428571428572,7.188571428571429,17.965714285714284,0.0,24.965714285714284
2026-06-07,EK,657,10.0,4.0,144.0,146.0,16.04718417047184,15.307458143074582,2986.0,1003.0,2503.0,0.0,3473.0,20.45205479452055,6.86986301369863,17.143835616438356,0.0,23.78767123287671
2026-07-07,AA,550,6.0,2.0,92.0,101.0,10.938181818181818,14.81090909090909,2423.0,809.0,2032.0,0.0,2823.0,23.99009900990099,8.009900990099009,20.11881188118812,0.0,27.95049504950495
2026-04-30,EK,601,8.0,2.0,112.0,109.0,12.171381031613977,12.465890183028286,2206.0,741.0,1846.0,0.0,2564.0,20.238532110091743,6.798165137614679,16.93577981651376,0.0,23.522935779816514
2026-06-13,WN,830,7.0,5.0,147.0,173.0,12.296385542168675,15.548192771084338,3858.0,1299.0,3225.0,0.0,4486.0,22.30057803468208,7.508670520231214,18.641618497109828,0.0,25.930635838150287
2026-06-14,EK,662,14.0,2.0,140.0,136.0,15.01510574018127,15.119335347432024,2980.0,1001.0,2497.0,0.0,3469.0,21.91176470588235,7.360294117647059,18.360294117647058,0.0,25.50735294117647
2026-06-12,BA,576,13.0,4.0,106.0,109.0,11.59375,15.15451388888889,2586.0,869.0,2161.0,0.0,3005.0,23.724770642201836,7.972477064220183,19.825688073394495,0.0,27.568807339449542
2026-06-25,SQ,481,8.0,5.0,94.0,99.0,13.515592515592516,15.436590436590437,2210.0,739.0,1851.0,0.0,2570.0,22.32323232323232,7.4646464646464645,18.696969696969695,0.0,25.95959595959596
2026-06-12,WN,857,11.0,3.0,174.0,156.0,13.060676779463243,13.532088681446908,3421.0,1146.0,2858.0,0.0,3980.0,21.92948717948718,7.346153846153846,18.32051282051282,0.0,25.512820512820515
2026-06-30,WN,861,11.0,5.0,152.0,181.0,12.631823461091754,15.933797909407666,4087.0,1370.0,3418.0,0.0,4763.0,22.58011049723757,7.569060773480663,18.883977900552487,0.0,26.314917127071823
2026-05-03,BA,567,10.0,4.0,96.0,96.0,11.308641975308642,13.989417989417989,2345.0,783.0,1960.0,0.0,2724.0,24.427083333333332,8.15625,20.416666666666668,0.0,28.375
2026-04-20,UA,897,16.0,8.0,164.0,180.0,13.085841694537347,14.93422519509476,3957.0,1330.0,3316.0,0.0,4606.0,21.983333333333334,7.388888888888889,18.42222222222222,0.0,25.58888888888889
2026-07-06,WN,943,14.0,5.0,164.0,175.0,12.264050901378578,13.602332979851537,3829.0,1282.0,3209.0,0.0,4467.0,21.88,7.325714285714286,18.337142857142858,0.0,25.525714285714287
2026-06-06,WN,915,15.0,3.0,184.0,180.0,14.043715846994536,14.033879781420765,3788.0,1273.0,3177.0,0.0,4413.0,21.044444444444444,7.072222222222222,17.65,0.0,24.516666666666666
2026-05-20,BA,580,5.0,1.0,102.0,93.0,11.175862068965516,11.763793103448275,2010.0,675.0,1686.0,0.0,2337.0,21.612903225806452,7.258064516129032,18.129032258064516,0.0,25.129032258064516
2026-06-04,BA,525,7.0,3.0,104.0,112.0,12.634285714285713,16.005714285714287,2480.0,832.0,2078.0,0.0,2883.0,22.142857142857142,7.428571428571429,18.553571428571427,0.0,25.741071428571427
2026-07-06,BA,593,9.0,1.0,108.0,122.0,12.259696458684655,15.258010118043845,2702.0,906.0,2259.0,0.0,3156.0,22.147540983606557,7.426229508196721,18.516393442622952,0.0,25.868852459016395
2026-07-08,LH,699,8.0,5.0,122.0,147.0,12.669527896995708,15.103004291845494,3125.0,1045.0,2612.0,0.0,3638.0,21.258503401360546,7.108843537414966,17.768707482993197,0.0,24.74829931972789
2026-06-29,SQ,459,5.0,3.0,99.0,86.0,14.420479302832245,12.932461873638344,1750.0,591.0,1468.0,0.0,2040.0,20.348837209302324,6.872093023255814,17.069767441860463,0.0,23.72093023255814
2026-06-27,B6,768,10.0,7.0,149.0,133.0,13.173177083333334,13.5546875,3078.0,1027.0,2580.0,0.0,3586.0,23.142857142857142,7.7218045112781954,19.398496240601503,0.0,26.962406015037594
2026-06-06,BA,571,6.0,1.0,108.0,110.0,13.262697022767075,15.194395796847635,2580.0,864.0,2161.0,0.0,3001.0,23.454545454545453,7.8545454545454545,19.645454545454545,0.0,27.28181818181818
2026-05-12,UA,933,19.0,4.0,162.0,197.0,12.40085744908896,15.606645230439442,4333.0,1457.0,3622.0,0.0,5037.0,21.99492385786802,7.395939086294416,18.385786802030456,0.0,25.568527918781726
2026-06-02,BA,558,7.0,7.0,102.0,106.0,12.238351254480287,13.732974910394265,2251.0,759.0,1884.0,0.0,2619.0,21.235849056603772,7.160377358490566,17.77358490566038,0.0,24.70754716981132
2026-06-15,SQ,500,5.0,3.0,106.0,96.0,14.02,13.746,2042.0,685.0,1710.0,0.0,2376.0,21.270833333333332,7.135416666666667,17.8125,0.0,24.75
2026-06-23,BA,554,12.0,2.0,119.0,107.0,15.442238267148014,13.85740072202166,2286.0,769.0,1911.0,0.0,2658.0,21.364485981308412,7.186915887850467,17.85981308411215,0.0,24.8411214953271
2026-05-16,LH,661,15.0,2.0,126.0,122.0,12.694402420574887,13.161875945537066,2581.0,871.0,2165.0,0.0,3001.0,21.15573770491803,7.139344262295082,17.74590163934426,0.0,24.598360655737704
2026-05-01,SQ,489,12.0,2.0,103.0,79.0,13.758691206543967,11.846625766871165,1714.0,574.0,1437.0,0.0,1993.0,21.696202531645568,7.265822784810126,18.189873417721518,0.0,25.227848101265824
2026-07-03,LH,732,7.0,1.0,154.0,138.0,16.10655737704918,13.752732240437158,2984.0,995.0,2503.0,0.0,3483.0,21.6231884057971,7.2101449275362315,18.13768115942029,0.0,25.23913043478261
2026-07-02,AA,551,9.0,1.0,118.0,102.0,13.833030852994556,14.030852994555353,2324.0,775.0,1941.0,0.0,2710.0,22.784313725490197,7.598039215686274,19.029411764705884,0.0,26.568627450980394
2026-05-13,LH,702,4.0,7.0,143.0,123.0,13.6994301994302,12.374643874643874,2571.0,860.0,2153.0,0.0,2991.0,20.902439024390244,6.991869918699187,17.504065040650406,0.0,24.317073170731707
2026-05-13,AA,550,6.0,6.0,103.0,123.0,12.687272727272727,17.01090909090909,2785.0,939.0,2327.0,0.0,3238.0,22.642276422764226,7.634146341463414,18.91869918699187,0.0,26.32520325203252
2026-06-27,DL,1080,14.0,6.0,222.0,193.0,14.380555555555556,12.971296296296297,4149.0,1388.0,3473.0,0.0,4823.0,21.497409326424872,7.191709844559585,17.99481865284974,0.0,24.989637305699482
2026-06-23,WN,847,12.0,7.0,154.0,159.0,11.850059031877214,13.317591499409682,3356.0,1127.0,2810.0,0.0,3898.0,21.10691823899371,7.088050314465409,17.67295597484277,0.0,24.51572327044025
2026-05-16,AA,539,11.0,3.0,95.0,108.0,12.680890538033395,14.317254174397032,2287.0,767.0,1914.0,0.0,2662.0,21.175925925925927,7.101851851851852,17.72222222222222,0.0,24.64814814814815
2026-05-26,UA,918,19.0,4.0,155.0,194.0,11.662309368191721,15.064270152505447,4083.0,1373.0,3426.0,0.0,4758.0,21.04639175257732,7.077319587628866,17.65979381443299,0.0,24.52577319587629
2026-06-22,BA,557,6.0,3.0,117.0,88.0,14.6983842010772,10.535008976660682,1738.0,582.0,1453.0,0.0,2018.0,19.75,6.613636363636363,16.511363636363637,0.0,22.931818181818183
2026-05-03,WN,817,12.0,4.0,139.0,158.0,11.620563035495715,14.660954712362301,3560.0,1192.0,2990.0,0.0,4141.0,22.531645569620252,7.544303797468355,18.924050632911392,0.0,26.20886075949367
2026-05-14,AA,563,8.0,3.0,104.0,108.0,13.3854351687389,14.444049733570159,2391.0,800.0,2011.0,0.0,2777.0,22.13888888888889,7.407407407407407,18.62037037037037,0.0,25.712962962962962
2026-05-31,B6,724,11.0,10.0,140.0,141.0,13.534530386740332,13.968232044198896,2998.0,1002.0,2503.0,0.0,3483.0,21.26241134751773,7.1063829787234045,17.75177304964539,0.0,24.70212765957447
2026-07-05,LH,733,11.0,4.0,142.0,147.0,13.882673942701228,15.26193724420191,3344.0,1117.0,2794.0,0.0,3888.0,22.74829931972789,7.598639455782313,19.006802721088434,0.0,26.448979591836736
2026-05-09,SQ,501,5.0,0.0,95.0,85.0,12.568862275449101,12.956087824351297,1916.0,641.0,1603.0,0.0,2227.0,22.541176470588237,7.541176470588235,18.858823529411765,0.0,26.2
2026-07-03,AA,614,7.0,5.0,103.0,125.0,12.117263843648209,15.615635179153095,2863.0,959.0,2391.0,0.0,3337.0,22.904,7.672,19.128,0.0,26.696
2026-06-18,SQ,510,6.0,4.0,109.0,103.0,13.964705882352941,15.241176470588234,2315.0,775.0,1934.0,0.0,2686.0,22.475728155339805,7.524271844660194,18.776699029126213,0.0,26.07766990291262
2026-06-05,UA,915,12.0,6.0,163.0,149.0,12.936612021857924,12.224043715846994,3286.0,1096.0,2746.0,0.0,3815.0,22.053691275167786,7.355704697986577,18.42953020134228,0.0,25.604026845637584
2026-04-24,AA,589,15.0,9.0,113.0,106.0,13.762308998302208,12.779286926994907,2244.0,748.0,1879.0,0.0,2615.0,21.169811320754718,7.056603773584905,17.72641509433962,0.0,24.669811320754718
2026-04-25,SQ,475,7.0,1.0,93.0,119.0,13.791578947368421,18.18315789473684,2556.0,855.0,2136.0,0.0,2976.0,21.478991596638654,7.184873949579832,17.949579831932773,0.0,25.008403361344538
2026-05-28,LH,728,8.0,2.0,152.0,130.0,14.48489010989011,13.747252747252746,2965.0,994.0,2481.0,0.0,3445.0,22.807692307692307,7.6461538461538465,19.084615384615386,0.0,26.5
2026-05-22,SQ,489,8.0,5.0,88.0,96.0,11.764826175869121,14.249488752556237,2061.0,695.0,1724.0,0.0,2401.0,21.46875,7.239583333333333,17.958333333333332,0.0,25.010416666666668
2026-05-23,LH,710,13.0,4.0,160.0,134.0,15.85774647887324,14.284507042253521,2985.0,1002.0,2509.0,0.0,3477.0,22.276119402985074,7.477611940298507,18.723880597014926,0.0,25.94776119402985
2026-04-22,B6,746,9.0,5.0,144.0,162.0,13.792225201072386,14.82975871313673,3279.0,1102.0,2742.0,0.0,3807.0,20.24074074074074,6.802469135802469,16.925925925925927,0.0,23.5
2026-05-07,SQ,476,4.0,1.0,106.0,87.0,15.579831932773109,14.432773109243698,2021.0,679.0,1690.0,0.0,2356.0,23.229885057471265,7.804597701149425,19.42528735632184,0.0,27.080459770114942
2026-04-21,EK,634,10.0,4.0,114.0,132.0,12.242902208201892,15.242902208201892,2855.0,961.0,2391.0,0.0,3322.0,21.62878787878788,7.28030303030303,18.113636363636363,0.0,25.166666666666668
2026-05-28,AA,489,5.0,2.0,85.0,79.0,11.376278118609408,11.370143149284253,1651.0,553.0,1383.0,0.0,1919.0,20.89873417721519,7.0,17.50632911392405,0.0,24.29113924050633
2026-06-16,DL,1080,17.0,6.0,199.0,215.0,13.541666666666666,15.47962962962963,4934.0,1656.0,4131.0,0.0,5739.0,22.948837209302326,7.702325581395349,19.21395348837209,0.0,26.693023255813955
2026-06-03,LH,693,11.0,2.0,124.0,125.0,12.669552669552669,12.414141414141413,2535.0,847.0,2119.0,0.0,2949.0,20.28,6.776,16.952,0.0,23.592
2026-05-21,BA,547,16.0,4.0,111.0,107.0,14.091407678244973,14.96526508226691,2412.0,814.0,2034.0,0.0,2807.0,22.542056074766354,7.607476635514018,19.009345794392523,0.0,26.233644859813083
2026-05-25,SQ,508,4.0,5.0,96.0,93.0,13.011811023622048,13.17716535433071,1974.0,661.0,1653.0,0.0,2298.0,21.225806451612904,7.10752688172043,17.774193548387096,0.0,24.70967741935484
2026-07-12,SQ,496,8.0,2.0,90.0,93.0,13.44758064516129,13.852822580645162,2060.0,691.0,1724.0,0.0,2411.0,22.150537634408604,7.43010752688172,18.537634408602152,0.0,25.9247311827957
2026-05-04,EK,619,9.0,3.0,119.0,120.0,13.439418416801292,13.938610662358643,2571.0,857.0,2150.0,0.0,2994.0,21.425,7.141666666666667,17.916666666666668,0.0,24.95
2026-07-05,UA,899,12.0,2.0,148.0,171.0,12.154616240266963,13.617352614015573,3655.0,1222.0,3052.0,0.0,4264.0,21.374269005847953,7.146198830409356,17.84795321637427,0.0,24.935672514619885
2026-06-29,BA,543,15.0,3.0,112.0,108.0,14.732965009208103,14.593001841620627,2365.0,795.0,1972.0,0.0,2745.0,21.89814814814815,7.361111111111111,18.25925925925926,0.0,25.416666666666668
2026-05-16,QF,4478,65.0,23.0,859.0,890.0,13.126842340330505,14.516971862438588,19280.0,6474.0,16114.0,0.0,22411.0,21.662921348314608,7.274157303370787,18.10561797752809,0.0,25.180898876404495
2026-05-14,QF,4464,80.0,24.0,838.0,873.0,12.822804659498209,14.279121863799283,18978.0,6348.0,15890.0,0.0,22065.0,21.738831615120276,7.2714776632302405,18.20160366552119,0.0,25.274914089347078
2026-06-03,QF,4487,71.0,20.0,816.0,862.0,12.822152886115445,13.97191887675507,18624.0,6225.0,15593.0,0.0,21667.0,21.605568445475637,7.221577726218097,18.089327146171694,0.0,25.135730858468676
2026-05-13,QF,4624,77.0,26.0,885.0,929.0,13.275951557093425,14.863970588235293,20375.0,6838.0,17055.0,0.0,23712.0,21.932185145317547,7.360602798708288,18.358449946178688,0.0,25.52421959095802
2026-05-16,UA,967,20.0,8.0,194.0,201.0,14.036194415718718,15.494312306101344,4428.0,1484.0,3709.0,0.0,5151.0,22.029850746268657,7.383084577114428,18.45273631840796,0.0,25.62686567164179
2026-05-09,WN,809,24.0,3.0,170.0,166.0,14.149567367119902,14.279357231149568,3422.0,1148.0,2870.0,0.0,3978.0,20.6144578313253,6.9156626506024095,17.289156626506024,0.0,23.96385542168675
2026-04-30,DL,1069,22.0,5.0,217.0,201.0,14.327408793264734,13.865294667913938,4375.0,1467.0,3664.0,0.0,5099.0,21.766169154228855,7.298507462686567,18.228855721393035,0.0,25.3681592039801
2026-05-23,QF,4531,79.0,18.0,839.0,845.0,12.86934451555948,13.824542043698962,18561.0,6228.0,15521.0,0.0,21583.0,21.96568047337278,7.370414201183432,18.368047337278107,0.0,25.542011834319528
2026-06-05,AA,572,8.0,4.0,100.0,97.0,12.685314685314685,12.003496503496503,2043.0,686.0,1711.0,0.0,2371.0,21.061855670103093,7.072164948453608,17.63917525773196,0.0,24.443298969072163
2026-05-21,SQ,495,5.0,1.0,86.0,94.0,12.775757575757575,13.933333333333334,2007.0,677.0,1683.0,0.0,2337.0,21.351063829787233,7.202127659574468,17.904255319148938,0.0,24.861702127659573
2026-06-18,BA,577,10.0,3.0,101.0,112.0,12.116117850953206,14.59792027729636,2498.0,839.0,2091.0,0.0,2907.0,22.303571428571427,7.491071428571429,18.669642857142858,0.0,25.955357142857142
2026-06-15,WN,833,12.0,3.0,171.0,169.0,14.505402160864346,14.865546218487395,3695.0,1239.0,3092.0,0.0,4300.0,21.86390532544379,7.331360946745562,18.29585798816568,0.0,25.443786982248522
2026-04-30,B6,786,11.0,5.0,175.0,169.0,15.975826972010179,15.134860050890586,3513.0,1181.0,2939.0,0.0,4090.0,20.78698224852071,6.988165680473373,17.390532544378697,0.0,24.201183431952664
2026-05-20,SQ,479,12.0,2.0,103.0,103.0,15.872651356993737,15.897703549060543,2254.0,755.0,1887.0,0.0,2622.0,21.883495145631066,7.330097087378641,18.320388349514563,0.0,25.45631067961165
2026-07-02,QF,4513,78.0,20.0,919.0,855.0,13.545535120762242,14.153777974739642,18957.0,6357.0,15874.0,0.0,22058.0,22.171929824561403,7.435087719298245,18.56608187134503,0.0,25.798830409356725
2026-06-21,LH,697,10.0,4.0,120.0,137.0,11.703012912482066,14.36728837876614,2948.0,986.0,2467.0,0.0,3433.0,21.51824817518248,7.197080291970803,18.00729927007299,0.0,25.05839416058394
2026-05-04,DL,983,8.0,3.0,215.0,199.0,15.718209562563581,14.78738555442523,4298.0,1440.0,3600.0,0.0,5001.0,21.597989949748744,7.236180904522613,18.09045226130653,0.0,25.13065326633166
2026-07-08,QF,4567,81.0,16.0,871.0,888.0,13.44361725421502,14.109700021896211,19108.0,6392.0,16009.0,0.0,22235.0,21.51801801801802,7.198198198198198,18.028153153153152,0.0,25.039414414414413
2026-05-13,UA,984,14.0,7.0,183.0,172.0,13.003048780487806,12.929878048780488,3752.0,1255.0,3147.0,0.0,4374.0,21.813953488372093,7.296511627906977,18.296511627906977,0.0,25.430232558139537
2026-06-05,LH,724,7.0,3.0,155.0,140.0,14.969613259668508,13.658839779005525,2929.0,980.0,2451.0,0.0,3407.0,20.92142857142857,7.0,17.507142857142856,0.0,24.335714285714285
2026-07-07,QF,4654,78.0,11.0,895.0,909.0,13.139235066609368,14.339922647185217,19840.0,6643.0,16587.0,0.0,23068.0,21.826182618261825,7.308030803080308,18.247524752475247,0.0,25.377337733773377
2026-05-12,AA,535,9.0,2.0,85.0,111.0,11.050467289719625,14.336448598130842,2269.0,758.0,1904.0,0.0,2642.0,20.44144144144144,6.828828828828829,17.153153153153152,0.0,23.8018018018018
2026-07-12,BA,590,6.0,3.0,122.0,105.0,14.761016949152543,12.698305084745762,2242.0,751.0,1870.0,0.0,2619.0,21.35238095238095,7.152380952380953,17.80952380952381,0.0,24.942857142857143
2026-06-25,BA,524,10.0,5.0,95.0,109.0,12.576335877862595,15.971374045801527,2483.0,836.0,2075.0,0.0,2893.0,22.779816513761467,7.669724770642202,19.03669724770642,0.0,26.541284403669724
2026-04-24,QF,4492,79.0,25.0,832.0,909.0,12.605075690115761,14.663178984861977,19514.0,6530.0,16342.0,0.0,22708.0,21.467546754675467,7.183718371837184,17.977997799779978,0.0,24.98129812981298
2026-06-19,LH,681,7.0,2.0,137.0,138.0,13.773861967694566,15.060205580029368,3039.0,1018.0,2548.0,0.0,3538.0,22.02173913043478,7.3768115942028984,18.463768115942027,0.0,25.63768115942029
2026-06-18,WN,884,21.0,6.0,153.0,162.0,12.083710407239819,12.013574660633484,3151.0,1058.0,2645.0,0.0,3662.0,19.450617283950617,6.530864197530864,16.32716049382716,0.0,22.604938271604937
